ItemCode,StockItemName,MarketSegmentation,Presence,ClosingPrice,Prepare,FluctuationRate,OpenPrice,HighPrice,LowPrice,TradingVolume,TransactionAmount,MarketCap,NumberOf ListedShares
종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
388610,지에프씨생명과학,KONEX,일반기업부,17900,-1610,-8.25,18000,18000,17000,0,223900,18553815400,1
119850,지엔씨에너지,KOSDAQ,우량기업부,4075,-30,-0.73,4095,4100,4065,0,169791820,67029304175,16
270520,지엔원에너지,KOSDAQ,벤처기업부,4165,-155,-3.59,4325,4355,4150,1,4271306325,1.53E+11,37
65060,지엔코,KOSDAQ,중견기업부,437,4,0.92,437,438,431,0,10083773,42829515228,98
204840,지엘팜텍,KOSDAQ,기술성장기업부,791,3,0.38,788,796,780,0,17065838,49124312251,62
13870,지엠비코리아,KOSPI,,5010,20,0.4,4990,5050,4990,0,90007475,95552122800,19
71320,지역난방공사,KOSPI,,31050,-200,-0.64,30950,31400,30800,0,50115100,3.60E+11,12
311320,지오엘리먼트,KOSDAQ,기술성장기업부,10330,-50,-0.48,10420,10550,10210,0,416250660,1.30E+11,13
35000,지투알,KOSPI,,5910,-30,-0.51,5940,5950,5910,0,7982740,97913387190,17
388050,지투파워,KOSDAQ,중견기업부,8690,-40,-0.46,8730,8780,8660,0,2626159980,1.58E+11,18
219750,지티지웰니스,KOSDAQ,관리종목(소속부없음),1425,0,0,0,0,0,0,0,27234074175,19
88790,진도,KOSPI,,2790,-5,-0.18,2800,2810,2775,0,57152925,34729205760,12
18120,진로발효,KOSDAQ,우량기업부,20650,50,0.24,20700,20700,20600,0,19639850,1.37E+11,7
109820,진매트릭스,KOSDAQ,기술성장기업부,4210,-20,-0.47,4185,4300,4180,0,78838050,85857224400,20
86060,진바이오텍,KOSDAQ,중견기업부,4190,30,0.72,4150,4195,4145,0,62987805,36078359530,9
36890,진성티이씨,KOSDAQ,우량기업부,11760,-140,-1.18,11800,11880,11650,0,3236363310,2.64E+11,22
363250,진시스템,KOSDAQ,기술성장기업부,8070,-190,-2.3,8260,8260,7990,0,199045940,55924938600,7
3780,진양산업,KOSPI,,6540,-60,-0.91,6610,6630,6530,0,76807440,85020000000,13
7370,진양제약,KOSDAQ,중견기업부,6710,10,0.15,6710,6720,6650,0,36610140,80520000000,12
10640,진양폴리,KOSPI,,4720,-20,-0.42,4765,4765,4690,0,17631370,47200000000,10
100250,진양홀딩스,KOSPI,,3270,0,0,3275,3280,3255,0,59480405,1.83E+11,56
51630,진양화학,KOSPI,,3605,-50,-1.37,3675,3675,3580,0,22215055,56959000000,16
272450,진에어,KOSPI,,16840,-600,-3.44,17430,17430,16840,0,2377628890,8.79E+11,52
11000,진원생명과학,KOSPI,,8720,290,3.44,8440,8880,8390,1,7400398480,6.78E+11,78
250030,진코스텍,KONEX,일반기업부,3700,-45,-1.2,3695,3700,3695,0,270095,9580546900,3
2780,진흥기업,KOSPI,,1401,-12,-0.85,1410,1410,1385,0,335810311,2.04E+11,145
2787,진흥기업2우B,KOSPI,,13690,100,0.74,13400,13690,13400,0,1912070,4035921520,0
2785,진흥기업우B,KOSPI,,5050,100,2.02,4950,5050,4920,0,12779585,4328950900,1
233990,질경이,KONEX,일반기업부,700,81,13.09,700,700,700,0,1400,10335428600,15
85660,차바이오텍,KOSDAQ,벤처기업부,14650,60,0.41,14590,14730,14420,0,1363613920,8.24E+11,56
261780,차백신연구소,KOSDAQ,기술성장기업부,5360,-30,-0.56,5420,5420,5310,0,287731800,1.42E+11,26
9310,참엔지니어링,KOSPI,,763,4,0.53,759,773,755,0,55279279,44915840697,59
94850,참좋은여행,KOSDAQ,중견기업부,10990,-240,-2.14,11190,11250,10990,0,966772460,1.54E+11,14
4650,창해에탄올,KOSDAQ,우량기업부,10890,-50,-0.46,10940,10990,10850,0,46677160,1.00E+11,9
278280,천보,KOSDAQ GLOBAL,우량기업부,241500,-4500,-1.83,247500,247500,239000,0,5782662500,2.42E+12,10
650,천일고속,KOSPI,,59600,-100,-0.17,59700,59700,59100,0,6525200,85181512000,1
140290,청광건설,KONEX,일반기업부,498,0,0,451,498,450,0,1650298,5256439800,11
362320,청담글로벌,KOSDAQ,중견기업부,12170,-500,-3.95,12580,12680,12120,1,7815168930,2.50E+11,21
66360,체리부로,KOSDAQ,관리종목(소속부없음),1153,16,1.41,1139,1162,1139,0,207114,54044025937,47
33250,체시스,KOSPI,,992,1,0.1,991,997,985,0,32588820,31744000000,32
47820,초록뱀미디어,KOSDAQ,중견기업부,12030,130,1.09,11950,12170,11830,0,903713350,2.61E+11,22
131100,초록뱀이앤엠,KOSDAQ,관리종목(소속부없음),2800,-5,-0.18,2805,2810,2780,0,10367345,75132971200,27
52300,초록뱀컴퍼니,KOSDAQ,중견기업부,540,-6,-1.1,548,550,538,0,147123345,64071772200,119
118000,초록뱀헬스케어,KOSPI,,583,-5,-0.85,588,591,580,0,53446775,49383006255,85
94360,칩스앤미디어,KOSDAQ,벤처기업부,18390,1730,10.38,17000,18450,16840,1,16434031600,1.77E+11,10
16790,카나리아바이오,KOSDAQ,중견기업부,14590,1110,8.23,13550,15170,13520,5,77985659820,6.84E+11,47
16920,카스,KOSDAQ,중견기업부,1804,-20,-1.1,1849,1849,1797,0,116531485,47794342552,26
284620,카이노스메드,KOSDAQ,기술성장기업부,5610,-70,-1.23,5680,5770,5600,0,373385500,1.57E+11,28
446600,카이바이오텍,KONEX,일반기업부,22500,0,0,0,0,0,0,0,22078822500,1
35720,카카오,KOSPI,,67300,2800,4.34,64900,67400,64500,3,2.26E+11,3.00E+13,445
293490,카카오게임즈,KOSDAQ GLOBAL,우량기업부,47850,850,1.81,47300,48050,46800,0,22597410600,3.94E+12,82
323410,카카오뱅크,KOSPI,,28700,600,2.14,28250,28850,28200,1,32024079200,1.37E+13,477
377300,카카오페이,KOSPI,,65900,2700,4.27,63600,66100,63500,1,55759589000,8.76E+12,133
42000,카페24,KOSDAQ,기술성장기업부,11500,170,1.5,11490,11540,11310,0,421490650,2.59E+11,22
6380,카프로,KOSPI,,2080,-15,-0.72,2100,2100,2070,0,56821325,83200000000,40
317530,캐리소프트,KOSDAQ,기술성장기업부,10400,-70,-0.67,10270,10730,10190,1,6426592700,72396438400,7
71850,캐스텍코리아,KOSDAQ,중견기업부,2220,-40,-1.77,2260,2290,2195,0,40679555,36783597360,17
50110,캠시스,KOSDAQ,중견기업부,2175,0,0,2170,2185,2140,1,1899363025,1.61E+11,74
119860,커넥트웨이브,KOSDAQ,우량기업부,16050,-110,-0.68,16150,16330,15820,0,714478130,7.73E+11,48
223310,커머스마이너,KOSDAQ,관리종목(소속부없음),3320,0,0,0,0,0,0,0,52224831720,16
109070,컨버즈,KOSPI,,4100,0,0,0,0,0,0,0,1.51E+11,37
900310,컬러레이,KOSDAQ,외국기업(소속부없음),1295,-12,-0.92,1330,1330,1292,1,866389337,82933969125,64
78340,컴투스,KOSDAQ,우량기업부,67300,500,0.75,67400,68300,66800,0,5599448600,8.66E+11,13
63080,컴투스홀딩스,KOSDAQ,우량기업부,47650,1700,3.7,46400,47900,46100,0,5842225850,3.14E+11,7
307930,컴퍼니케이,KOSDAQ,벤처기업부,7850,-60,-0.76,7920,8140,7750,0,3110356360,1.23E+11,16
79190,케스피온,KOSDAQ,벤처기업부,1001,-9,-0.89,1011,1019,998,0,57332647,34199311146,34
263700,케어랩스,KOSDAQ,중견기업부,8810,410,4.88,8450,9070,8400,2,16625896820,1.60E+11,18
214370,케어젠,KOSDAQ,벤처기업부,187100,9500,5.35,178800,190500,176500,0,20403834100,2.01E+12,11
221980,케이디켐,KOSDAQ,중견기업부,13600,-50,-0.37,13560,13730,13540,0,27287350,54873280000,4
1620,케이비아이동국실업,KOSPI,,623,-1,-0.16,622,625,613,0,9870729,62470088968,100
424140,케이비제21호스팩,KOSDAQ,SPAC(소속부없음),2010,0,0,2015,2015,2000,0,38806735,15497100000,8
436530,케이비제22호스팩,KOSDAQ,SPAC(소속부없음),2020,-10,-0.49,2020,2030,2020,0,5053835,10544400000,5
440200,케이비제23호스팩,KOSDAQ,SPAC(소속부없음),2005,-5,-0.25,2010,2015,2005,0,91931290,12280625000,6
192250,케이사인,KOSDAQ,벤처기업부,1945,59,3.13,1960,2025,1902,9,17355249108,1.37E+11,71
29460,케이씨,KOSPI,,19310,40,0.21,19240,19560,19170,0,364099060,2.62E+11,14
115500,케이씨에스,KOSDAQ,중견기업부,5880,-30,-0.51,5970,6000,5820,0,315500800,70560000000,12
281820,케이씨텍,KOSPI,,18220,-190,-1.03,18410,18430,18210,0,220337310,3.80E+11,21
89150,케이씨티,KOSDAQ,중견기업부,3975,-30,-0.75,4005,4010,3895,0,452191540,68171250000,17
25880,케이씨피드,KOSDAQ,중견기업부,2890,0,0,2895,2910,2860,0,191386565,48308829620,17
93320,케이아이엔엑스,KOSDAQ,우량기업부,63400,-500,-0.78,63300,64400,63000,0,233340400,3.09E+11,5
73010,케이에스피,KOSDAQ,벤처기업부,1903,-17,-0.89,1907,1930,1893,0,188504411,68873865071,36
105330,케이엔더블유,KOSDAQ,벤처기업부,10920,110,1.02,11760,12740,10800,3,31225681150,1.33E+11,12
272110,케이엔제이,KOSDAQ,벤처기업부,14100,-270,-1.88,14390,14550,14030,0,284290480,1.12E+11,8
39420,케이엘넷,KOSDAQ,중견기업부,2820,-5,-0.18,2840,2840,2800,0,70895655,68116338600,24
83550,케이엠,KOSDAQ,우량기업부,6540,50,0.77,6500,6550,6440,0,30572820,73585568640,11
32500,케이엠더블유,KOSDAQ,우량기업부,28500,-250,-0.87,29000,29100,28400,0,1844028550,1.13E+12,40
225430,케이엠제약,KOSDAQ,벤처기업부,1505,7,0.47,1510,1510,1496,0,84020821,41970010250,28
102370,케이옥션,KOSDAQ,기술성장기업부,6590,-320,-4.63,7000,7150,6390,2,16305909000,1.79E+11,27
381970,케이카,KOSPI,,13920,-150,-1.07,14150,14260,13710,0,6245069120,6.69E+11,48
145270,케이탑리츠,KOSPI,,900,-3,-0.33,908,908,894,0,65959262,43254696600,48
36030,케이티알파,KOSDAQ,중견기업부,8230,30,0.37,8280,8450,8060,1,7657569790,4.03E+11,49
64820,케이프,KOSDAQ,중견기업부,4340,-35,-0.8,4300,4355,4300,0,62079725,1.34E+11,31
256940,케이피에스,KOSDAQ,벤처기업부,8620,50,0.58,8620,8760,8520,0,329594090,1.62E+11,19
24880,케이피에프,KOSDAQ,중견기업부,5750,-100,-1.71,5920,5920,5700,0,947510220,1.15E+11,20
42040,케이피엠테크,KOSDAQ,중견기업부,408,6,1.49,406,409,402,0,108504126,66438437256,163
54410,케이피티유,KOSDAQ,벤처기업부,5640,-20,-0.35,5690,5700,5630,0,11732100,28538400000,5
258610,케일럼,KOSDAQ,벤처기업부,2765,-45,-1.6,2810,2810,2750,0,100947905,61235796930,22
274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,16360,560,3.54,16000,16410,15700,0,6630285840,2.00E+11,12
402420,켈스,KONEX,일반기업부,13850,0,0,0,0,0,0,0,30837579000,2
89010,켐트로닉스,KOSDAQ,우량기업부,15460,-20,-0.13,15530,15990,15320,0,1009242280,2.30E+11,15
220260,켐트로스,KOSDAQ,벤처기업부,8110,-30,-0.37,8140,8170,8040,0,657393160,2.15E+11,27
176590,코나솔,KONEX,일반기업부,5780,-110,-1.87,5700,5960,5700,0,15869830,33658864740,6
52400,코나아이,KOSDAQ,우량기업부,18860,100,0.53,18760,19070,18650,0,670584600,2.83E+11,15
402030,코난테크놀로지,KOSDAQ,기술성장기업부,106000,-1500,-1.4,111000,111900,103600,0,26666872200,6.02E+11,6
391710,코닉오토메이션,KOSDAQ,중견기업부,4345,-90,-2.03,4415,4490,4275,0,1171048730,1.75E+11,40
46070,코다코,KOSDAQ,중견기업부,1110,4,0.36,1115,1115,1100,0,18781644,43361324160,39
47770,코데즈컴바인,KOSDAQ,중견기업부,1841,-24,-1.29,1851,1864,1836,0,127780226,69668230282,38
78940,코드네이처,KOSDAQ,중견기업부,1190,15,1.28,1169,1199,1169,0,35596426,54275519200,46
80530,코디,KOSDAQ,벤처기업부,1349,-16,-1.17,1366,1366,1337,0,75067695,38164961002,28
417310,코람코더원리츠,KOSPI,,4505,-55,-1.21,4565,4565,4505,0,56115465,1.82E+11,40
357120,코람코에너지리츠,KOSPI,,5310,-10,-0.19,5350,5350,5310,0,23448200,4.70E+11,89
104540,코렌텍,KOSDAQ,기술성장기업부,11770,170,1.47,11620,11930,11580,0,232410900,1.45E+11,12
27050,코리아나,KOSDAQ,중견기업부,3490,-60,-1.69,3555,3555,3475,0,744205055,1.40E+11,40
7815,코리아써우,KOSPI,,7150,-50,-0.69,7150,7250,7150,0,22502560,21197533500,3
7810,코리아써키트,KOSPI,,14070,-20,-0.14,14200,14210,14030,0,1330112620,3.32E+11,24
00781K,코리아써키트2우B,KOSPI,,8240,-50,-0.6,8270,8270,8240,0,4456750,6457679760,1
190650,코리아에셋투자증권,KOSDAQ,우량기업부,11030,300,2.8,11640,12450,10900,2,19533563480,70459640000,6
123410,코리아에프티,KOSDAQ,우량기업부,2720,25,0.93,2710,2735,2670,0,282374435,75727694080,28
3690,코리안리,KOSPI,,7540,10,0.13,7510,7630,7490,0,1026621500,1.06E+12,141
36690,코맥스,KOSDAQ,중견기업부,3825,-50,-1.29,3870,3900,3815,0,205235475,59643519525,16
49430,코메론,KOSDAQ,우량기업부,10330,-140,-1.34,10470,10530,10300,0,54204380,93465840000,9
183300,코미코,KOSDAQ GLOBAL,우량기업부,47950,-50,-0.1,48050,48350,47650,0,547604250,4.80E+11,10
41960,코미팜,KOSDAQ,벤처기업부,7110,50,0.71,7150,7150,7000,0,372502880,4.56E+11,64
89890,코세스,KOSDAQ,우량기업부,12010,430,3.71,11980,12280,11620,1,17399321530,1.99E+11,17
9730,코센,KOSDAQ,관리종목(소속부없음),1676,36,2.2,1640,1700,1619,0,182036239,42218470168,25
189350,코셋,KONEX,일반기업부,1735,-305,-14.95,1735,1735,1735,0,86750,8328000000,5
82660,코스나인,KOSDAQ,투자주의환기종목(소속부없음),798,0,0,0,0,0,0,0,48584037096,61
192820,코스맥스,KOSPI,,77500,-1000,-1.27,78500,78500,76800,0,2721302000,8.80E+11,11
44820,코스맥스비티아이,KOSPI,,8870,-280,-3.06,9100,9160,8870,0,129559040,85186779270,10
222040,코스맥스엔비티,KOSDAQ,중견기업부,4805,-30,-0.62,4825,4865,4785,0,52612315,99117540000,21
241710,코스메카코리아,KOSDAQ,우량기업부,10190,-80,-0.78,10270,10280,10030,0,313649580,1.09E+11,11
5070,코스모신소재,KOSPI,,62400,600,0.97,61800,62500,61500,0,11705658700,1.91E+12,31
5420,코스모화학,KOSPI,,23450,-50,-0.21,23500,23700,23250,0,6266220900,8.21E+11,35
69110,코스온,KOSDAQ,투자주의환기종목(소속부없음),2630,0,0,0,0,0,0,0,62963935800,24
169670,코스텍시스템,KONEX,일반기업부,7390,920,14.22,7390,7390,7390,0,7390,21197483390,3
71950,코아스,KOSPI,,760,0,0,761,761,754,0,48257316,23489479600,31
166480,코아스템켐온,KOSDAQ,기술성장기업부,8930,-30,-0.33,8960,9060,8900,0,306615250,2.94E+11,33
45970,코아시아,KOSDAQ,중견기업부,7190,-60,-0.83,7300,7340,7060,0,2367215790,1.89E+11,26
196450,코아시아옵틱스,KOSDAQ,중견기업부,2440,170,7.49,2455,2615,2355,4,10806929420,1.01E+11,41
29960,코엔텍,KOSDAQ,우량기업부,7360,-10,-0.14,7350,7380,7340,0,269524440,3.68E+11,50
2020,코오롱,KOSPI,,22400,-200,-0.88,22650,22650,22400,0,331271400,2.83E+11,13
3070,코오롱글로벌,KOSPI,,17760,80,0.45,17670,18430,17300,1,9405717070,3.36E+11,19
3075,코오롱글로벌우,KOSPI,,29600,2250,8.23,26950,32150,26350,0,6877169050,21925815200,1
450140,코오롱모빌리티그룹,KOSPI,,5920,780,15.18,5070,6270,4915,23,1.30E+11,3.72E+11,63
45014K,코오롱모빌리티그룹우,KOSPI,,16250,3750,30,12050,16250,11820,3,35941550190,39911950000,2
102940,코오롱생명과학,KOSDAQ,관리종목(소속부없음),33350,300,0.91,33550,33550,32900,0,173972400,3.81E+11,11
2025,코오롱우,KOSPI,,17380,-50,-0.29,17400,17870,17020,0,116849590,18707658200,1
120110,코오롱인더,KOSPI,,46100,800,1.77,45500,46650,45300,0,3979019800,1.27E+12,28
120115,코오롱인더우,KOSPI,,24400,200,0.83,24350,24550,24250,0,103086500,67535784000,3
950160,코오롱티슈진,KOSDAQ,관리종목(소속부없음),10070,190,1.92,9900,10150,9900,0,1397575190,6.94E+11,69
138490,코오롱플라스틱,KOSPI,,9600,50,0.52,9590,9620,9500,0,476990500,3.65E+11,38
56000,코원플레이,KOSDAQ,투자주의환기종목(소속부없음),2860,0,0,0,0,0,0,0,56399843500,20
21240,코웨이,KOSPI,,55800,200,0.36,55400,56100,55300,0,4816535450,4.12E+12,74
33290,코웰패션,KOSDAQ,우량기업부,4770,-30,-0.63,4775,4810,4760,0,378141705,4.22E+11,89
56360,코위버,KOSDAQ,우량기업부,8020,30,0.38,8090,8090,7960,0,306336750,78570336000,10
282880,코윈테크,KOSDAQ,우량기업부,24600,-200,-0.81,24900,24950,24450,0,759660400,2.40E+11,10
121850,코이즈,KOSDAQ,벤처기업부,2565,340,15.28,2545,2880,2535,17,44292522750,78525358875,31
15710,코콤,KOSDAQ,우량기업부,7250,0,0,7230,7350,7130,0,2493672230,1.27E+11,18
52330,코텍,KOSDAQ,중견기업부,10800,50,0.47,10750,10900,10420,0,1026791310,1.68E+11,16
322780,코퍼스코리아,KOSDAQ,벤처기업부,3295,-115,-3.37,3410,3410,3230,1,2040261205,1.20E+11,37
36420,콘텐트리중앙,KOSPI,,28550,500,1.78,28050,28700,27600,0,4573686600,5.50E+11,19
200130,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,29100,-450,-1.52,29550,29700,28950,0,1279907650,8.60E+11,30
31820,콤텍시스템,KOSPI,,807,1,0.12,815,887,792,15,12335183308,97688533062,121
294570,쿠콘,KOSDAQ,벤처기업부,35200,-550,-1.54,35850,35850,34700,0,2097224600,3.61E+11,10
192400,쿠쿠홀딩스,KOSPI,,16230,-180,-1.1,16410,16520,16210,0,191745000,5.77E+11,36
284740,쿠쿠홈시스,KOSPI,,30450,450,1.5,29900,30450,29700,0,406457200,6.83E+11,22
317690,퀀타매트릭스,KOSDAQ,기술성장기업부,5200,0,0,5220,5270,5170,0,209679400,85692937200,16
365270,큐라클,KOSDAQ,기술성장기업부,11750,0,0,11710,11850,11630,0,229846410,1.63E+11,14
86460,큐러블,KONEX,일반기업부,6990,-450,-6.05,7200,7200,6990,0,14190,15622887660,2
60280,큐렉소,KOSDAQ,중견기업부,8530,-10,-0.12,8660,8800,8450,0,1496745460,3.32E+11,39
15590,큐로,KOSPI,,382,4,1.06,376,383,374,0,46822482,88322845716,231
40350,큐로컴,KOSDAQ,벤처기업부,709,-1,-0.14,711,714,706,0,27423189,89315191648,126
51780,큐로홀딩스,KOSDAQ,중견기업부,424,0,0,426,426,422,0,25639809,52755118800,124
115180,큐리언트,KOSDAQ,중견기업부,11100,130,1.19,10810,12000,10810,0,2576653140,1.35E+11,12
182360,큐브엔터,KOSDAQ,중견기업부,20800,-100,-0.48,21000,21200,20600,0,2658457150,2.87E+11,14
405100,큐알티,KOSDAQ,벤처기업부,13710,-370,-2.63,14050,14210,13610,0,2105228840,1.64E+11,12
66310,큐에스아이,KOSDAQ,벤처기업부,11390,-80,-0.7,11560,11680,11350,0,817745890,1.06E+11,9
136660,큐엠씨,KONEX,일반기업부,2600,0,0,0,0,0,0,0,24553880000,9
16600,큐캐피탈,KOSDAQ,중견기업부,445,2,0.45,442,446,441,0,61215053,79319964840,178
264900,크라운제과,KOSPI,,8800,20,0.23,8740,8840,8730,0,53597370,1.10E+11,13
26490K,크라운제과우,KOSPI,,11770,100,0.86,11690,11840,11650,0,15505220,9104801200,1
5740,크라운해태홀딩스,KOSPI,,7320,0,0,7340,7360,7260,0,93501580,1.09E+11,15
5745,크라운해태홀딩스우,KOSPI,,11070,10,0.09,11200,11200,11070,0,2838350,6650036820,1
259960,크래프톤,KOSPI,,184100,2100,1.15,183100,184800,181100,0,16026213500,9.06E+12,49
96240,크레버스,KOSDAQ,우량기업부,18460,40,0.22,18550,18570,18360,0,249660320,2.13E+11,12
215570,크로넥스,KONEX,일반기업부,1996,-69,-3.34,1902,2000,1891,0,4250409,10135801772,5
43590,크로바하이텍,KOSDAQ,중견기업부,1206,-10,-0.82,1235,1235,1193,0,44155828,43121305458,36
114120,크루셜텍,KOSDAQ,관리종목(소속부없음),10850,0,0,0,0,0,0,0,24913021350,2
110790,크리스에프앤씨,KOSDAQ,우량기업부,21450,-200,-0.92,21550,21700,21200,0,429079150,2.51E+11,12
900250,크리스탈신소재,KOSDAQ,외국기업(소속부없음),970,-1,-0.1,970,975,969,0,142297033,93014307830,96
83790,크리스탈지노믹스,KOSDAQ,기술성장기업부,3415,15,0.44,3420,3440,3400,0,254257225,2.42E+11,71
45520,크린앤사이언스,KOSDAQ,우량기업부,12360,-290,-2.29,12510,12790,12360,0,379693860,80340000000,7
36170,클라우드에어,KOSDAQ,중견기업부,1010,-4,-0.39,1017,1017,1006,0,62091980,61979282260,61
214150,클래시스,KOSDAQ GLOBAL,우량기업부,18470,-310,-1.65,18710,18750,18450,0,1357716340,1.20E+12,65
352770,클리노믹스,KOSDAQ,기술성장기업부,9030,-260,-2.8,9200,9330,8900,1,4554094480,1.23E+11,14
237880,클리오,KOSDAQ,투자주의환기종목(소속부없음),17720,70,0.4,17590,17740,17300,0,1271342040,3.20E+11,18
139670,키네마스터,KOSDAQ,중견기업부,10640,100,0.95,10560,10710,10350,0,1099132300,1.44E+11,14
20120,키다리스튜디오,KOSPI,,9650,-90,-0.92,9760,9780,9560,0,1479899800,3.57E+11,37
413600,키움제6호스팩,KOSDAQ,SPAC(소속부없음),2060,-10,-0.48,2060,2075,2060,0,7438490,7065800000,3
433530,키움제7호스팩,KOSDAQ,SPAC(소속부없음),2030,0,0,2025,2030,2020,0,12680140,8333150000,4
39490,키움증권,KOSPI,,100800,-1100,-1.08,102000,102300,100200,0,1575742200,2.64E+12,26
54780,키이스트,KOSDAQ,중견기업부,9660,-30,-0.31,9610,9730,9600,0,440290960,1.89E+11,20
336040,타스컴,KONEX,일반기업부,12000,-600,-4.76,12590,12600,11530,0,6924990,49009596000,4
219130,타이거일렉,KOSDAQ,중견기업부,20550,300,1.48,20250,20700,20200,0,59088200,1.30E+11,6
346010,타이드,KONEX,일반기업부,10690,0,0,0,0,0,0,0,51954062780,5
318660,타임기술,KONEX,일반기업부,1950,0,0,0,0,0,0,0,4196596950,2
434190,탈로스,KONEX,일반기업부,13550,60,0.44,13500,13600,13000,0,5489490,39881444000,3
360070,탑머티리얼,KOSDAQ,벤처기업부,34950,400,1.16,34800,36200,34200,0,9023321450,2.79E+11,8
180060,탑선,KONEX,일반기업부,9980,280,2.89,9800,9990,9500,0,88450,92231826680,9
65130,탑엔지니어링,KOSDAQ,우량기업부,5370,50,0.94,5350,5390,5290,0,32969710,85792500090,16
134580,탑코미디어,KOSDAQ,중견기업부,7500,-180,-2.34,7600,7660,7260,0,1044305980,1.33E+11,18
14580,태경비케이,KOSPI,,5550,-90,-1.6,5680,5680,5530,0,1719324500,1.53E+11,28
15890,태경산업,KOSPI,,6750,10,0.15,6740,6760,6680,0,387299360,1.97E+11,29
6890,태경케미컬,KOSPI,,12110,60,0.5,12080,12140,12050,0,183377650,1.40E+11,12
23160,태광,KOSDAQ,우량기업부,15550,-120,-0.77,15640,15680,15510,0,830777400,4.12E+11,27
3240,태광산업,KOSPI,,736000,-3000,-0.41,734000,738000,732000,0,109383000,8.19E+11,1
11280,태림포장,KOSPI,,3085,-15,-0.48,3100,3150,3075,0,407584620,2.18E+11,71
323280,태성,KOSDAQ,벤처기업부,1793,82,4.79,1712,1794,1710,0,479505117,45250353390,25
53620,태양,KOSDAQ,우량기업부,8430,20,0.24,8410,8440,8400,0,20019260,72498000000,9
52960,태양3C,KONEX,일반기업부,4850,350,7.78,4850,4850,3900,0,171700,23702328300,5
4100,태양금속,KOSPI,,1660,41,2.53,1620,1684,1619,0,270291509,60922000000,37
4105,태양금속우,KOSPI,,2855,-35,-1.21,2890,2890,2835,0,151164140,9421500000,3
116100,태양기계,KONEX,일반기업부,1062,0,0,0,0,0,0,0,6626865132,6
9410,태영건설,KOSPI,,4170,-40,-0.95,4210,4225,4160,0,600568470,1.62E+11,39
9415,태영건설우,KOSPI,,7370,0,0,7370,7380,7370,0,21594250,9596786540,1
44490,태웅,KOSDAQ,중견기업부,9660,60,0.63,9700,9700,9570,0,90833570,1.93E+11,20
124560,태웅로직스,KOSDAQ,우량기업부,5000,-20,-0.4,5070,5080,4980,0,336752650,1.92E+11,38
1420,태원물산,KOSPI,,5000,-100,-1.96,5150,5260,4955,0,211758390,38000000000,8
7980,태평양물산,KOSPI,,1779,-23,-1.28,1795,1803,1764,0,470269541,86523570309,49
191420,테고사이언스,KOSDAQ,벤처기업부,12720,130,1.03,12690,12880,12600,0,141712270,1.03E+11,8
73640,테라사이언스,KOSDAQ,중견기업부,2440,95,4.05,2345,2450,2340,1,1791200220,2.12E+11,87
66700,테라젠이텍스,KOSDAQ,우량기업부,4810,-25,-0.52,4835,4840,4770,0,144788310,1.56E+11,32
95610,테스,KOSDAQ GLOBAL,우량기업부,17890,-40,-0.22,17960,18160,17820,0,457014820,3.54E+11,20
55490,테이팩스,KOSPI,,59000,600,1.03,58500,59500,58000,0,791092000,2.78E+11,5
308700,테크엔,KONEX,일반기업부,645,84,14.97,515,645,515,0,1160,2580000000,4
64520,테크엘,KOSDAQ,투자주의환기종목(소속부없음),6100,-60,-0.97,6130,6170,6090,0,25614630,66946023800,11
89030,테크윙,KOSDAQ,우량기업부,6410,10,0.16,6410,6490,6390,0,715973010,2.39E+11,37
258050,테크트랜스,KONEX,일반기업부,900,100,12.5,900,900,900,0,900,8748081900,10
54450,텔레칩스,KOSDAQ,벤처기업부,13990,1010,7.78,13030,15040,13030,2,31706500080,1.94E+11,14
91440,텔레필드,KOSDAQ,벤처기업부,2845,0,0,2880,2905,2780,0,606090670,29127078705,10
78000,텔코웨어,KOSPI,,9000,-30,-0.33,9080,9080,8970,0,10652600,87324354000,10
200230,텔콘RF제약,KOSDAQ,중견기업부,1132,39,3.57,1090,1140,1087,0,268597422,1.23E+11,109
214420,토니모리,KOSPI,,4590,-55,-1.18,4680,4680,4550,0,284854465,1.10E+11,24
393210,토마토시스템,KONEX,일반기업부,17000,1500,9.68,16000,17800,16000,0,67488600,72950774000,4
215480,토박스코리아,KOSDAQ,중견기업부,4485,5,0.11,4480,4495,4450,0,156308250,43123082145,10
51360,토비스,KOSDAQ,우량기업부,10600,10,0.09,10730,10730,10440,0,442284140,1.74E+11,16
45340,토탈소프트,KOSDAQ,벤처기업부,4645,70,1.53,4575,4735,4575,0,264770810,39752095800,9
108230,톱텍,KOSDAQ,중견기업부,9150,-50,-0.54,9200,9350,9110,0,2352762260,3.48E+11,38
79970,투비소프트,KOSDAQ,투자주의환기종목(소속부없음),875,-3,-0.34,898,898,865,0,21150635,60904823000,70
199800,툴젠,KOSDAQ,기술성장기업부,55500,-400,-0.72,56000,57100,55400,0,593582700,4.38E+11,8
105550,트루윈,KOSDAQ,중견기업부,2355,60,2.61,2305,2355,2285,0,134376255,1.04E+11,44
290090,트윔,KOSDAQ,벤처기업부,17920,120,0.67,17830,18330,17830,0,548922890,1.32E+11,7
