itemCode,stockItemName,marketSegmentation,presence,closingPrice,prepare,fluctuationRate,openPrice,highPrice,lowPrice,tradingVolume,transactionAmount,marketCap,numberOfListedShares
6730,서부T&D,KOSDAQ,중견기업부,7810,-90,-1.14,7860,7890,7780,47812,373,471722,60399705
79650,서산,KOSDAQ,중견기업부,1971,6,0.31,1970,1980,1964,6987,14,39420,20000000
100660,서암기계공업,KOSDAQ,중견기업부,6170,-50,-0.8,6180,6240,6140,39242,242,77742,12600000
7860,서연,KOSPI,,7630,-80,-1.04,7700,7720,7590,45280,345,179151,23479844
200880,서연이화,KOSPI,,8930,-60,-0.67,8990,9050,8930,42675,384,241364,27028437
19770,서연탑메탈,KOSDAQ,중견기업부,4680,-70,-1.47,4725,4725,4645,76437,357,54522,11650000
17390,서울가스,KOSPI,,463000,-6500,-1.38,469500,470000,460000,7726,3567,2315000,5000000
43710,서울리거,KOSDAQ,중견기업부,858,-10,-1.15,857,866,852,25829,22,42957,50066367
92190,서울바이오시스,KOSDAQ,우량기업부,6070,-30,-0.49,6070,6100,5950,20154,121,232018,38223653
46890,서울반도체,KOSDAQ GLOBAL,우량기업부,10690,-210,-1.93,10810,10880,10680,51101,548,623285,58305400
4410,서울식품,KOSPI,,214,1,0.47,213,214,212,381795,81,80198,374755559
4415,서울식품우,KOSPI,,2700,-15,-0.55,2735,2735,2700,1656,4,6006,2224500
63170,서울옥션,KOSDAQ,중견기업부,22850,300,1.33,23300,23700,22650,579464,13425,406142,17774267
27040,서울전자통신,KOSDAQ,중견기업부,601,-5,-0.83,608,610,600,51054,31,41823,69588847
18680,서울제약,KOSDAQ,중견기업부,4760,40,0.85,4770,4875,4720,29765,143,55498,11659319
21050,서원,KOSPI,,1291,-4,-0.31,1295,1307,1290,23059,30,61290,47474590
93920,서원인텍,KOSDAQ,우량기업부,5880,0,0,5880,5890,5850,7871,46,109368,18600000
189860,서전기전,KOSDAQ,벤처기업부,6630,-150,-2.21,6740,6770,6570,46381,307,64303,9698780
178320,서진시스템,KOSDAQ,우량기업부,16570,-340,-2.01,16740,16800,16570,115397,1919,622711,37580642
122690,서진오토모티브,KOSDAQ,중견기업부,2940,-10,-0.34,2950,2950,2910,8179,24,61861,21041246
140070,서플러스글로벌,KOSDAQ,우량기업부,3850,-50,-1.28,3935,3935,3820,55862,215,142404,36988000
11370,서한,KOSDAQ,우량기업부,1164,-16,-1.36,1169,1172,1157,161231,187,117442,100894865
65710,서호전기,KOSDAQ,우량기업부,17720,100,0.57,17610,17740,17520,3393,60,91258,5150000
8490,서흥,KOSPI,,33300,-400,-1.19,33350,33500,33200,2458,82,385251,11569113
35890,서희건설,KOSDAQ,우량기업부,1174,-14,-1.18,1186,1189,1172,81487,96,269795,229808457
357550,석경에이티,KOSDAQ,기술성장기업부,27450,1250,4.77,25850,27700,25850,26824,724,149740,5455000
3100,선광,KOSDAQ,우량기업부,140800,-1900,-1.33,142700,142700,140400,23351,3289,929280,6600000
7610,선도전기,KOSPI,,3000,0,0,0,0,0,0,0,54000,18000000
67370,선바이오,KOSDAQ,기술성장기업부,10520,-100,-0.94,10680,10680,10410,3484,37,129539,12313555
171090,선익시스템,KOSDAQ,중견기업부,21950,-700,-3.09,22400,23300,21750,393398,8873,203503,9271221
136490,선진,KOSPI,,9790,-100,-1.01,9820,9820,9670,8239,80,232802,23779604
86710,선진뷰티사이언스,KOSDAQ,중견기업부,7020,-30,-0.43,6990,7100,6990,18994,134,85667,12203280
14620,성광벤드,KOSDAQ,중견기업부,12810,-100,-0.77,12920,12920,12750,57473,737,366366,28600000
37350,성도이엔지,KOSDAQ,우량기업부,4560,-80,-1.72,4640,4640,4510,49796,227,70543,15470000
14910,성문전자,KOSPI,,1810,6,0.33,1810,1819,1804,20661,37,35271,19486857
14915,성문전자우,KOSPI,,8240,140,1.73,8100,8240,8100,16,0,4944,600000
3080,성보화학,KOSPI,,3250,20,0.62,3250,3250,3230,9520,31,65065,20020000
4980,성신양회,KOSPI,,9450,-110,-1.15,9500,9560,9400,25173,238,231677,24516073
4985,성신양회우,KOSPI,,13420,-20,-0.15,13350,13480,13300,1360,18,9872,735645
11300,성안,KOSPI,,1184,22,1.89,1162,1200,1158,459501,544,68708,58030192
81580,성우전자,KOSDAQ,중견기업부,2715,-15,-0.55,2730,2730,2700,12940,35,42105,15508143
45300,성우테크론,KOSDAQ,중견기업부,4365,-55,-1.24,4415,4415,4340,15940,70,42652,9771293
15750,성우하이텍,KOSDAQ,우량기업부,5220,80,1.56,5130,5260,5100,487880,2532,417600,80000000
365340,성일하이텍,KOSDAQ,기술성장기업부,119100,2500,2.14,117100,120500,116900,282204,33588,1420846,11929859
180,성창기업지주,KOSPI,,2235,-5,-0.22,2220,2245,2205,61675,137,155895,69751600
80470,성창오토텍,KOSDAQ,중견기업부,7400,-90,-1.2,7510,7510,7350,10913,81,54020,7300000
43260,성호전자,KOSDAQ,우량기업부,1276,-3,-0.23,1277,1278,1264,9508,12,68145,53405384
148150,세경하이테크,KOSDAQ,우량기업부,13390,-180,-1.33,13430,13450,13320,11214,150,157792,11784281
2420,세기상사,KOSPI,,7670,60,0.79,7610,7760,7610,1376,11,40598,5293148
53060,세동,KOSDAQ,중견기업부,1618,17,1.06,1601,1636,1599,71928,116,28249,17459007
340440,세림B&G,KOSDAQ,벤처기업부,2635,55,2.13,2545,2670,2545,755363,1988,74777,28378364
17510,세명전기,KOSDAQ,중견기업부,3195,-45,-1.39,3235,3235,3165,8750,28,48711,15246000
4360,세방,KOSPI,,47350,-850,-1.76,47700,49000,46450,147332,7052,914266,19308690
4365,세방우,KOSPI,,8530,-170,-1.95,8630,8630,8530,5146,44,31469,3689250
4490,세방전지,KOSPI,,48100,150,0.31,47950,48300,47250,20484,978,673400,14000000
11560,세보엠이씨,KOSDAQ,우량기업부,7830,-110,-1.39,7860,7920,7810,9341,73,82450,10530000
396300,세아메카닉스,KOSDAQ,벤처기업부,5280,-20,-0.38,5190,5350,5160,277065,1454,139865,26489500
1430,세아베스틸지주,KOSPI,,16120,20,0.12,16030,16150,16020,18357,295,578097,35862119
306200,세아제강,KOSPI,,136100,200,0.15,135900,137400,134400,2446,332,386020,2836300
3030,세아제강지주,KOSPI,,149800,300,0.2,149600,151000,147500,2925,437,620420,4141657
19440,세아특수강,KOSPI,,16860,-290,-1.69,17150,17190,16790,13295,224,144490,8570000
58650,세아홀딩스,KOSPI,,103100,-800,-0.77,104000,104000,103000,20,2,412400,4000000
13000,세우글로벌,KOSPI,,1664,-17,-1.01,1681,1681,1660,67486,113,47765,28705031
100700,세운메디칼,KOSDAQ,우량기업부,3030,-35,-1.14,3065,3065,3020,25929,79,132714,43800000
24830,세원물산,KOSDAQ,중견기업부,8980,10,0.11,8950,9030,8860,10623,95,74983,8350000
91090,세원이앤씨,KOSPI,,527,-8,-1.5,534,535,523,606553,320,113780,215901277
21820,세원정공,KOSPI,,7640,40,0.53,7600,7650,7470,10257,77,76400,10000000
67830,세이브존I&C,KOSPI,,2825,25,0.89,2800,2865,2745,51107,144,115941,41040895
33530,세종공업,KOSPI,,6570,-10,-0.15,6580,6670,6480,201575,1328,182784,27820961
258830,세종메디칼,KOSDAQ,벤처기업부,2865,105,3.8,2765,2900,2765,1320372,3762,157100,54834315
36630,세종텔레콤,KOSDAQ,투자주의환기종목(소속부없음),752,-17,-2.21,774,791,751,367078,282,203040,270000000
39310,세중,KOSDAQ,벤처기업부,2785,-30,-1.07,2815,2830,2760,17129,48,50469,18121667
75580,세진중공업,KOSPI,,6030,-60,-0.99,6020,6090,6010,44181,267,342802,56849456
67770,세진티에스,KOSDAQ,벤처기업부,3485,-35,-0.99,3520,3520,3485,11044,39,29262,8396593
53450,세코닉스,KOSDAQ,중견기업부,7230,180,2.55,7400,7500,7080,723117,5290,106952,14792803
222810,세토피아,KOSDAQ,중견기업부,1506,-4,-0.26,1510,1510,1493,255720,383,80550,53486333
27970,세하,KOSPI,,1240,26,2.14,1210,1243,1210,86410,107,71378,57562997
252500,세화피앤씨,KOSDAQ,중견기업부,1359,-19,-1.38,1378,1379,1345,62853,86,56380,41486390
347000,센코,KOSDAQ,기술성장기업부,12900,120,0.94,12940,12940,12770,8174,105,106441,8251244
308170,센트랄모텍,KOSPI,,15400,-240,-1.53,15620,15620,15310,22214,342,132594,8610000
12600,센트럴인사이트,KOSPI,,2490,0,0,0,0,0,0,0,45159,18136345
331920,셀레믹스,KOSDAQ,기술성장기업부,6040,-80,-1.31,6120,6120,5990,6587,40,49311,8164148
49180,셀루메드,KOSDAQ,벤처기업부,5390,10,0.19,5450,5490,5350,445726,2421,225280,41795832
299660,셀리드,KOSDAQ,기술성장기업부,13430,-40,-0.3,13650,13650,13360,9732,131,130690,9731192
268600,셀리버리,KOSDAQ,기술성장기업부,13140,-310,-2.3,13570,13590,13130,357470,4763,477899,36369749
108860,셀바스AI,KOSDAQ,벤처기업부,12830,-910,-6.62,14000,14080,12750,1343234,17998,288807,22510260
208370,셀바스헬스케어,KOSDAQ,벤처기업부,2315,-80,-3.34,2395,2395,2300,90095,210,50191,21680564
