itemCode,stockItemName,marketSegmentation,presence,closingPrice,prepare,fluctuationRate,openPrice,highPrice,lowPrice,tradingVolume,transactionAmount,marketCap,numberOfListedShares
71950,코아스,KOSPI,,748,-11,-1.45,759,759,739,29169,22,23119,30907210
166480,코아스템켐온,KOSDAQ,기술성장기업부,9050,-10,-0.11,9060,9090,9000,11574,105,297477,32870376
45970,코아시아,KOSDAQ,중견기업부,7820,360,4.83,7550,7870,7410,946368,7249,205782,26314876
196450,코아시아옵틱스,KOSDAQ,중견기업부,2565,170,7.1,2480,2660,2410,2236638,5659,105762,41232626
29960,코엔텍,KOSDAQ,우량기업부,7300,-60,-0.82,7370,7370,7270,29536,216,365000,50000000
2020,코오롱,KOSPI,,22450,-150,-0.66,22600,22650,22350,5373,121,283463,12626426
3070,코오롱글로벌,KOSPI,,17770,0,0,17800,18000,17400,137265,2431,336434,18932713
3075,코오롱글로벌우,KOSPI,,30200,650,2.2,29550,31600,28450,103571,3146,22370,740737
450140,코오롱모빌리티그룹,KOSPI,,6330,770,13.85,5630,6590,5470,19751986,122118,397380,62777250
45014K,코오롱모빌리티그룹우,KOSPI,,21100,4850,29.85,17170,21100,15500,2287337,42850,51824,2456120
102940,코오롱생명과학,KOSDAQ,관리종목(소속부없음),34200,550,1.63,33650,34250,33400,12870,437,390303,11412356
2025,코오롱우,KOSPI,,17400,-180,-1.02,17360,17570,17240,2702,47,18729,1076390
120110,코오롱인더,KOSPI,,45450,-450,-0.98,45550,45700,44950,37239,1686,1250743,27519091
120115,코오롱인더우,KOSPI,,24300,-250,-1.02,24550,24550,24200,792,19,67259,2767860
950160,코오롱티슈진,KOSDAQ,관리종목(소속부없음),9960,-40,-0.4,9950,10100,9910,41255,411,686145,68890050
138490,코오롱플라스틱,KOSPI,,9620,-30,-0.31,9580,9660,9300,32392,309,365560,38000000
56000,코원플레이,KOSDAQ,투자주의환기종목(소속부없음),2860,0,0,0,0,0,0,0,56400,19720225
21240,코웨이,KOSPI,,55300,-1100,-1.95,56100,56600,54800,57466,3186,4081119,73799619
33290,코웰패션,KOSDAQ,우량기업부,4690,-115,-2.39,4775,4800,4690,91039,430,415066,88500234
56360,코위버,KOSDAQ,우량기업부,7760,-220,-2.76,7980,7980,7760,19220,150,76023,9796800
282880,코윈테크,KOSDAQ,우량기업부,24650,0,0,24500,24750,24300,13540,332,240347,9750373
121850,코이즈,KOSDAQ,벤처기업부,2370,-170,-6.69,2530,2535,2320,2006274,4824,72556,30614175
15710,코콤,KOSDAQ,우량기업부,7290,150,2.1,7230,7510,7210,702761,5182,127797,17530500
52330,코텍,KOSDAQ,중견기업부,11050,280,2.6,10610,11100,10610,161352,1771,172099,15574552
322780,코퍼스코리아,KOSDAQ,벤처기업부,3200,-95,-2.88,3290,3290,3195,300110,966,117014,36566978
36420,콘텐트리중앙,KOSPI,,27900,-550,-1.93,28450,28450,27900,42109,1183,537418,19262308
200130,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,29050,-100,-0.34,29150,29400,28350,35974,1032,858240,29543558
31820,콤텍시스템,KOSPI,,900,118,15.09,776,923,771,26259926,23065,108946,121051466
294570,쿠콘,KOSDAQ,벤처기업부,34250,-1650,-4.6,35200,35300,34150,54959,1899,351223,10254685
192400,쿠쿠홀딩스,KOSPI,,16310,0,0,16320,16390,16230,1981,32,580019,35562185
284740,쿠쿠홈시스,KOSPI,,30450,-100,-0.33,30550,30550,29700,6074,183,683217,22437330
317690,퀀타매트릭스,KOSDAQ,기술성장기업부,5160,-130,-2.46,5290,5300,5160,17268,90,85034,16479411
365270,큐라클,KOSDAQ,기술성장기업부,11540,-160,-1.37,11750,11770,11540,13914,161,159782,13845968
86460,큐러블,KONEX,일반기업부,7100,500,7.58,7100,7100,7100,1,0,15869,2235034
60280,큐렉소,KOSDAQ,중견기업부,8200,-210,-2.5,8310,8430,8180,50859,422,319038,38907090
15590,큐로,KOSPI,,378,1,0.27,380,380,374,17812,7,87398,231211638
40350,큐로컴,KOSDAQ,벤처기업부,700,-11,-1.55,715,715,691,60276,42,88181,125973472
51780,큐로홀딩스,KOSDAQ,중견기업부,423,0,0,426,426,422,26944,11,52631,124422450
115180,큐리언트,KOSDAQ,중견기업부,10970,-570,-4.94,12480,12490,10830,290031,3379,133464,12166256
182360,큐브엔터,KOSDAQ,중견기업부,20500,-350,-1.68,20900,21050,20400,55108,1142,282996,13804687
405100,큐알티,KOSDAQ,벤처기업부,13080,-740,-5.35,13780,13800,13000,103956,1388,156354,11953668
66310,큐에스아이,KOSDAQ,벤처기업부,11390,-30,-0.26,11350,11430,11200,24657,279,105604,9271621
136660,큐엠씨,KONEX,일반기업부,2600,0,0,0,0,0,0,0,24554,9443800
16600,큐캐피탈,KOSDAQ,중견기업부,440,-4,-0.9,440,443,437,57486,25,78429,178247112
264900,크라운제과,KOSPI,,8770,-20,-0.23,8710,8780,8700,7382,64,109834,12523850
26490K,크라운제과우,KOSPI,,11790,-10,-0.08,11710,11810,11620,421,5,9120,773560
5740,크라운해태홀딩스,KOSPI,,7250,-60,-0.82,7330,7330,7210,7617,55,107643,14847347
5745,크라운해태홀딩스우,KOSPI,,11210,20,0.18,11210,11210,11210,161,2,6734,600726
259960,크래프톤,KOSPI,,180900,-5800,-3.11,185100,185100,180700,90925,16583,8907026,49237290
96240,크레버스,KOSDAQ,우량기업부,18320,-100,-0.54,18420,18420,18180,11101,203,211482,11543764
215570,크로넥스,KONEX,일반기업부,1999,-86,-4.12,2100,2100,1900,1119,2,10151,5078057
43590,크로바하이텍,KOSDAQ,중견기업부,1206,-1,-0.08,1187,1207,1187,25709,31,43121,35755643
114120,크루셜텍,KOSDAQ,관리종목(소속부없음),10850,0,0,0,0,0,0,0,24913,2296131
110790,크리스에프앤씨,KOSDAQ,우량기업부,21000,-650,-3,22000,22000,20950,16741,355,246025,11715480
900250,크리스탈신소재,KOSDAQ,외국기업(소속부없음),961,-9,-0.93,970,971,958,115596,111,92151,95891039
83790,크리스탈지노믹스,KOSDAQ,기술성장기업부,3455,-20,-0.58,3460,3490,3440,67104,232,244429,70746486
45520,크린앤사이언스,KOSDAQ,우량기업부,12360,-340,-2.68,12860,13200,12340,78631,1003,80340,6500000
36170,클라우드에어,KOSDAQ,중견기업부,1012,1,0.1,1011,1012,1002,26510,27,62102,61365626
214150,클래시스,KOSDAQ GLOBAL,우량기업부,18090,-390,-2.11,18520,18520,18060,75348,1369,1171811,64776702
352770,클리노믹스,KOSDAQ,기술성장기업부,8620,-490,-5.38,8930,9010,8540,209873,1837,117406,13620141
237880,클리오,KOSDAQ,투자주의환기종목(소속부없음),17990,340,1.93,17780,18000,17600,51455,914,325104,18071353
139670,키네마스터,KOSDAQ,중견기업부,12140,1510,14.21,11040,12140,10750,1436332,16543,164452,13546307
20120,키다리스튜디오,KOSPI,,9520,-160,-1.65,9680,9680,9500,73708,704,351905,36964766
413600,키움제6호스팩,KOSDAQ,SPAC(소속부없음),2065,-5,-0.24,2070,2070,2065,1507,3,7083,3430000
433530,키움제7호스팩,KOSDAQ,SPAC(소속부없음),2030,0,0,2025,2030,2025,1168,2,8333,4105000
39490,키움증권,KOSPI,,98900,-2500,-2.47,101400,101400,98000,19309,1913,2593110,26219513
54780,키이스트,KOSDAQ,중견기업부,9620,-50,-0.52,9610,9700,9570,25127,242,188050,19547793
336040,타스컴,KONEX,일반기업부,11900,-450,-3.64,11900,11900,11900,105,1,48601,4084133
219130,타이거일렉,KOSDAQ,중견기업부,20350,-150,-0.73,20650,20650,20350,890,18,128496,6314290
346010,타이드,KONEX,일반기업부,12190,0,0,0,0,0,0,0,59244,4860062
318660,타임기술,KONEX,일반기업부,1900,1,0.05,2000,2180,1900,291,1,4089,2152101
434190,탈로스,KONEX,일반기업부,13500,10,0.07,13500,13500,13000,70,1,39734,2943280
360070,탑머티리얼,KOSDAQ,벤처기업부,34500,350,1.02,33900,34800,33500,36304,1241,275460,7984343
180060,탑선,KONEX,일반기업부,9300,-350,-3.63,9790,9800,9300,3232,31,85947,9241666
65130,탑엔지니어링,KOSDAQ,우량기업부,5310,-40,-0.75,5360,5380,5300,3193,17,84834,15976257
134580,탑코미디어,KOSDAQ,중견기업부,7440,-290,-3.75,7590,7710,7400,48527,364,132181,17766268
14580,태경비케이,KOSPI,,5420,-80,-1.45,5490,5500,5390,185325,1003,149500,27583100
15890,태경산업,KOSPI,,6630,-70,-1.04,6750,6750,6620,13856,92,193787,29228750
6890,태경케미컬,KOSPI,,12220,60,0.49,12110,12290,12100,20010,244,141752,11600000
23160,태광,KOSDAQ,우량기업부,15700,-80,-0.51,15780,15900,15540,37386,587,416050,26500000
3240,태광산업,KOSPI,,729000,-7000,-0.95,731000,732000,727000,252,184,811669,1113400
11280,태림포장,KOSPI,,3075,-25,-0.81,3110,3115,3055,25472,78,217728,70805940
323280,태성,KOSDAQ,벤처기업부,1865,74,4.13,1813,1986,1790,666375,1270,47067,25237230
53620,태양,KOSDAQ,우량기업부,8490,-10,-0.12,8500,8590,8370,3030,26,73014,8600000
52960,태양3C,KONEX,일반기업부,3455,-545,-13.63,3500,3500,3400,148,1,16885,4887078
4100,태양금속,KOSPI,,1673,-17,-1.01,1682,1694,1652,99740,166,61399,36700000
4105,태양금속우,KOSPI,,2855,-55,-1.89,2900,2900,2855,16837,48,9422,3300000
116100,태양기계,KONEX,일반기업부,1059,0,0,0,0,0,0,0,6608,6239986
9410,태영건설,KOSPI,,4125,-45,-1.08,4155,4165,4100,97985,404,160459,38899098
9415,태영건설우,KOSPI,,7410,30,0.41,7460,7460,7200,39,0,9649,1302142
44490,태웅,KOSDAQ,중견기업부,9670,-80,-0.82,9750,9750,9560,12339,119,193471,20007381
124560,태웅로직스,KOSDAQ,우량기업부,4910,-75,-1.5,4940,4950,4895,64562,317,188625,38416584
1420,태원물산,KOSPI,,4830,-85,-1.73,4910,4915,4815,16358,79,36708,7600000
7980,태평양물산,KOSPI,,1745,-32,-1.8,1773,1776,1743,105046,184,84870,48636071
191420,테고사이언스,KOSDAQ,벤처기업부,12830,110,0.86,12730,12980,12590,9714,124,104036,8108834
73640,테라사이언스,KOSDAQ,중견기업부,2405,25,1.05,2440,2440,2360,633461,1526,208962,86886325
66700,테라젠이텍스,KOSDAQ,우량기업부,4770,-10,-0.21,4750,4775,4725,12026,57,154903,32474435
95610,테스,KOSDAQ GLOBAL,우량기업부,17640,-310,-1.73,17950,17960,17640,22316,396,348712,19768226
55490,테이팩스,KOSPI,,59000,200,0.34,58800,59800,58400,7681,452,278341,4717650
308700,테크엔,KONEX,일반기업부,610,0,0,610,610,610,1,0,2440,4000000
64520,테크엘,KOSDAQ,투자주의환기종목(소속부없음),6280,-120,-1.88,6310,6550,6250,21399,137,68921,10974758
89030,테크윙,KOSDAQ,우량기업부,6330,-80,-1.25,6420,6440,6290,42434,269,236449,37353645
258050,테크트랜스,KONEX,일반기업부,898,-2,-0.22,800,898,800,37,0,8729,9720091
54450,텔레칩스,KOSDAQ,벤처기업부,14130,360,2.61,13900,14220,13790,288540,4033,195784,13855911
91440,텔레필드,KOSDAQ,벤처기업부,2750,-150,-5.17,2900,2900,2700,209298,584,28154,10237989
78000,텔코웨어,KOSPI,,9010,-20,-0.22,9080,9080,8970,2640,24,87421,9702706
200230,텔콘RF제약,KOSDAQ,중견기업부,1139,-17,-1.47,1156,1156,1128,63854,73,123700,108604300
214420,토니모리,KOSPI,,4665,45,0.97,4600,4685,4555,48420,224,112216,24054799
393210,토마토시스템,KONEX,일반기업부,18200,960,5.57,18000,18370,16030,3621,65,78100,4291222
215480,토박스코리아,KOSDAQ,중견기업부,4545,40,0.89,4505,4565,4465,49729,225,43700,9614957
51360,토비스,KOSDAQ,우량기업부,10450,-150,-1.42,10550,10600,10400,30514,320,171558,16417058
45340,토탈소프트,KOSDAQ,벤처기업부,4550,-40,-0.87,4590,4635,4550,8361,38,38939,8558040
108230,톱텍,KOSDAQ,중견기업부,8950,-140,-1.54,9090,9300,8930,173269,1572,340308,38023245
79970,투비소프트,KOSDAQ,투자주의환기종목(소속부없음),873,-6,-0.68,865,893,865,22968,20,60766,69605512
199800,툴젠,KOSDAQ,기술성장기업부,54400,-1100,-1.98,55000,55100,53900,5058,275,428949,7885094
105550,트루윈,KOSDAQ,중견기업부,2300,-20,-0.86,2320,2320,2290,13704,32,101965,44332472
290090,트윔,KOSDAQ,벤처기업부,17500,-370,-2.07,17880,17890,17450,19554,344,128755,7357424
26150,특수건설,KOSDAQ,중견기업부,8570,10,0.12,8550,8600,8370,41235,350,150372,17546331
322180,티라유텍,KOSDAQ,벤처기업부,9820,-190,-1.9,9920,9930,9800,10496,103,53924,5491250
117730,티로보틱스,KOSDAQ,벤처기업부,7650,-190,-2.42,7800,7800,7580,162894,1247,108863,14230497
33830,티비씨,KOSDAQ,중견기업부,1120,-7,-0.62,1124,1127,1120,64444,72,112000,100000000
57680,티사이언티픽,KOSDAQ,중견기업부,2645,70,2.72,2600,2650,2535,174618,455,146661,55448455
204610,티쓰리,KOSDAQ,벤처기업부,1898,-41,-2.11,1935,1935,1877,1287917,2439,124486,65587752
64760,티씨케이,KOSDAQ GLOBAL,우량기업부,106600,-4300,-3.88,109100,109100,106600,7527,810,1244555,11675000
246710,티앤알바이오팹,KOSDAQ,기술성장기업부,12980,-450,-3.35,13430,13500,12950,31527,412,275104,21194418
340570,티앤엘,KOSDAQ,중견기업부,39500,650,1.67,38400,39600,38350,12525,490,321056,8128000
43220,티에스넥스젠,KOSDAQ,중견기업부,966,-16,-1.63,970,985,963,52311,50,104233,107901779
277880,티에스아이,KOSDAQ,기술성장기업부,10100,120,1.2,10000,10230,10000,69284,700,188298,18643352
131290,티에스이,KOSDAQ GLOBAL,우량기업부,39800,-1100,-2.69,40600,40600,39350,38001,1511,440245,11061429
19180,티에이치엔,KOSPI,,3920,20,0.51,3920,3935,3885,24289,95,70560,18000000
425420,티에프이,KOSDAQ,벤처기업부,8530,-20,-0.23,8630,8840,8480,106001,917,97080,11381000
356860,티엘비,KOSDAQ,중견기업부,18230,-180,-0.98,18300,18450,18130,36162,660,179249,9832630
62860,티엘아이,KOSDAQ,벤처기업부,5870,20,0.34,5900,5910,5870,456,3,57953,9872720
413300,티엘엔지니어링,KONEX,일반기업부,4090,390,10.54,4090,4090,4090,1,0,5038,1231826
363280,티와이홀딩스,KOSPI,,11740,-140,-1.18,11790,11790,11660,16395,192,597910,50929268
36328K,티와이홀딩스우,KOSPI,,12620,-80,-0.63,12700,12790,12560,13368,169,15842,1255338
321550,티움바이오,KOSDAQ,기술성장기업부,10770,-230,-2.09,10900,11000,10580,44718,478,259022,24050340
91810,티웨이항공,KOSPI,,3140,-150,-4.56,3270,3270,3115,1085536,3435,503437,160330279
4870,티웨이홀딩스,KOSPI,,682,-10,-1.45,698,698,678,262906,180,74660,109472167
425040,티이엠씨,KOSDAQ,기술성장기업부,40000,200,0.5,39900,41200,39100,180896,7260,424925,10623114
104480,티케이케미칼,KOSDAQ,우량기업부,3120,-30,-0.95,3150,3155,3110,126112,394,283594,90895434
81150,티플랙스,KOSDAQ,우량기업부,3990,20,0.5,4075,4095,3980,279397,1125,96831,24268402
130740,티피씨글로벌,KOSDAQ,중견기업부,2995,-20,-0.66,3015,3015,2935,19412,58,33774,11276679
217880,틸론,KONEX,일반기업부,11820,-20,-0.17,12100,12100,11820,1604,19,63398,5363645
84730,팅크웨어,KOSDAQ,우량기업부,14180,140,1,14100,14290,14040,21444,305,157532,11109424
46210,파나진,KOSDAQ,벤처기업부,3805,-105,-2.69,3900,3900,3795,99052,379,122280,32136660
58530,파나케이아,KOSDAQ,관리종목(소속부없음),1620,0,0,0,0,0,0,0,29287,18078428
34230,파라다이스,KOSDAQ,중견기업부,17510,160,0.92,17300,17620,17110,317424,5529,1593801,91022320
33540,파라텍,KOSDAQ,중견기업부,805,-8,-0.98,813,813,800,40772,33,58906,73175379
43200,파루,KOSDAQ,벤처기업부,851,5,0.59,845,855,845,45863,39,35575,41804315
214450,파마리서치,KOSDAQ GLOBAL,우량기업부,75900,-1700,-2.19,76400,76600,75500,21609,1642,767495,10111930
217950,파마리서치바이오,KONEX,일반기업부,27000,0,0,27950,28000,27000,189,5,109334,4049391
208340,파멥신,KOSDAQ,기술성장기업부,2995,-35,-1.16,3030,3030,2975,22851,68,76908,25678786
5690,파미셀,KOSPI,,10640,40,0.38,10540,10740,10440,105574,1113,638580,60016964
177830,파버나인,KOSDAQ,벤처기업부,3960,-55,-1.37,3980,4005,3930,11050,44,56583,14288753
37070,파세코,KOSDAQ,우량기업부,15510,40,0.26,15470,15530,15320,29181,450,310200,20000000
150900,파수,KOSDAQ,벤처기업부,10000,80,0.81,9870,10060,9810,20167,201,116349,11634922
37030,파워넷,KOSDAQ,벤처기업부,3645,-115,-3.06,3720,3750,3620,166460,611,71158,19522052
47310,파워로직스,KOSDAQ,우량기업부,5080,-20,-0.39,5100,5150,5060,40283,206,174859,34420982
266870,파워풀엑스,KONEX,일반기업부,1120,130,13.13,1100,1120,1100,11,0,7178,6408680
368770,파이버프로,KOSDAQ,벤처기업부,3070,335,12.25,2770,3245,2750,3813318,11651,100862,32854225
170790,파이오링크,KOSDAQ,벤처기업부,13360,-270,-1.98,13630,13630,13290,8352,112,91601,6856330
49120,파인디앤씨,KOSDAQ,중견기업부,1603,-10,-0.62,1615,1615,1601,11676,19,48285,30121693
38950,파인디지털,KOSDAQ,벤처기업부,5340,-80,-1.48,5400,5400,5220,20011,106,54525,10210765
441270,파인엠텍,KOSDAQ,중견기업부,7290,-160,-2.15,7440,7440,7290,58067,425,237151,32530934
106240,파인테크닉스,KOSDAQ,우량기업부,2615,-115,-4.21,2745,2745,2615,361279,962,41639,15923057
131760,파인텍,KOSDAQ,중견기업부,1294,-11,-0.84,1302,1304,1280,39586,51,55211,42666974
65690,파커스,KOSDAQ,중견기업부,2455,-20,-0.81,2455,2475,2450,6807,17,34491,14049331
140860,파크시스템스,KOSDAQ,우량기업부,123900,500,0.41,122000,124400,121600,9076,1120,860840,6947859
91700,파트론,KOSDAQ GLOBAL,우량기업부,8640,-110,-1.26,8690,8710,8610,91812,795,509053,58918214
202960,판도라티비,KONEX,일반기업부,1029,-5,-0.48,1029,1029,1029,1,0,12261,11915582
32800,판타지오,KOSDAQ,중견기업부,526,-6,-1.13,532,535,523,183018,96,50520,96046170
318010,팜스빌,KOSDAQ,중견기업부,10880,-10,-0.09,10900,10960,10850,4679,51,86271,7929338
36580,팜스코,KOSPI,,4110,-65,-1.56,4175,4175,4105,7189,30,150952,36727943
27710,팜스토리,KOSDAQ,우량기업부,1811,-11,-0.6,1822,1822,1810,109882,199,201775,111416600
4720,팜젠사이언스,KOSPI,,6930,-20,-0.29,6990,6990,6900,6019,42,109708,15830890
225590,패션플랫폼,KOSDAQ,중견기업부,1809,-21,-1.15,1840,1840,1803,37309,68,48186,26636713
54300,팬스타엔터프라이즈,KOSDAQ,벤처기업부,682,-5,-0.73,687,687,678,40827,28,40329,59134025
68050,팬엔터테인먼트,KOSDAQ,중견기업부,5660,-180,-3.08,5800,5800,5650,118783,678,156748,27694076
28670,팬오션,KOSPI,,6020,-110,-1.79,6100,6120,6010,561227,3393,3218108,534569512
222110,팬젠,KOSDAQ,기술성장기업부,6630,0,0,6700,6700,6560,2493,16,70793,10677630
10820,퍼스텍,KOSPI,,3590,25,0.7,3540,3630,3510,744519,2673,172541,48061460
16800,퍼시스,KOSPI,,29500,-150,-0.51,30350,30350,29500,322,10,339250,11500000
263750,펄어비스,KOSDAQ GLOBAL,우량기업부,47350,-1150,-2.37,48250,48250,47050,127243,6049,3041568,64235855
251970,펌텍코리아,KOSDAQ,우량기업부,16480,-40,-0.24,16570,16690,16350,1260,21,204352,12400000
1020,페이퍼코리아,KOSPI,,1369,13,0.96,1350,1380,1335,84378,114,65119,47566810
327610,펨토바이오메드,KONEX,일반기업부,12000,-320,-2.6,12320,12320,12000,20,0,100815,8401272
168360,펨트론,KOSDAQ,벤처기업부,6840,-250,-3.53,7130,7130,6820,175174,1212,72806,10644142
87010,펩트론,KOSDAQ,기술성장기업부,8360,-90,-1.07,8310,8460,8310,21588,181,172440,20626853
90080,평화산업,KOSPI,,1267,-20,-1.55,1287,1287,1249,75576,95,69561,54902259
10770,평화홀딩스,KOSPI,,3960,-65,-1.61,4005,4025,3910,37637,149,57917,14625466
119500,포메탈,KOSDAQ,중견기업부,3775,-10,-0.26,3785,3785,3735,48624,183,44723,11847232
389140,포바이포,KOSDAQ,벤처기업부,18800,-200,-1.05,19050,19500,18300,700939,13285,197827,10522735
22100,포스코 ICT,KOSDAQ GLOBAL,우량기업부,6670,-70,-1.04,6680,6740,6650,237067,1586,1014072,152034729
58430,포스코스틸리온,KOSPI,,34800,-350,-1,34750,35250,34550,9302,324,208800,6000000
9520,포스코엠텍,KOSDAQ,우량기업부,8890,60,0.68,8740,9100,8710,3043314,27229,370204,41642703
47050,포스코인터내셔널,KOSPI,,23350,150,0.65,23200,23450,22950,126880,2948,4107797,175922788
3670,포스코케미칼,KOSPI,,228500,1000,0.44,226500,231000,225000,426089,97472,1.77E+07,77463220
189690,포시에스,KOSDAQ,벤처기업부,7790,90,1.17,7710,8150,7690,409062,3246,70946,9107323
318020,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0,0,0,0,0,229187,12662272
256630,포인트엔지니어링,KOSDAQ,벤처기업부,2205,15,0.68,2265,2265,2145,27307,60,127884,57997072
331380,포커스에이치엔에스,KOSDAQ,벤처기업부,2115,-35,-1.63,2155,2170,2110,60888,130,40288,19048582
234100,폴라리스세원,KOSDAQ,우량기업부,2125,-20,-0.93,2125,2135,2105,70150,149,102004,48001785
41020,폴라리스오피스,KOSDAQ,벤처기업부,1498,-48,-3.1,1547,1547,1482,172222,258,71140,47490070
114630,폴라리스우노,KOSDAQ,벤처기업부,889,-3,-0.34,895,896,882,115306,103,54029,60775284
290720,푸드나무,KOSDAQ,우량기업부,10350,-110,-1.05,10500,10510,10180,18646,191,138722,13403058
5670,푸드웰,KOSDAQ,우량기업부,5910,50,0.85,5900,5940,5900,8064,48,59100,10000000
94940,푸른기술,KOSDAQ,벤처기업부,9550,-290,-2.95,9660,9910,9480,387114,3751,79851,8361386
7330,푸른저축은행,KOSDAQ,우량기업부,11190,70,0.63,11150,11260,11100,57382,642,168777,15082800
17810,풀무원,KOSPI,,11230,120,1.08,11120,11260,10950,20034,222,428094,38120542
93380,풍강,KOSDAQ,중견기업부,3935,-15,-0.38,3970,3970,3920,11163,44,38875,9879313
23900,풍국주정,KOSDAQ,중견기업부,13840,-210,-1.49,14110,14110,13670,28939,400,174384,12600000
103140,풍산,KOSPI,,34850,-50,-0.14,34400,35150,34400,49722,1731,976646,28024278
5810,풍산홀딩스,KOSPI,,28100,-300,-1.06,28350,28400,28050,1751,49,292508,10409528
371950,풍원정밀,KOSDAQ,기술성장기업부,10460,110,1.06,10350,10490,10250,21270,220,220084,21040488
370090,퓨런티어,KOSDAQ,기술성장기업부,21450,-300,-1.38,21750,21850,21350,36950,796,170870,7965980
341170,퓨쳐메디신,KONEX,일반기업부,5300,200,3.92,5150,5860,5150,526,3,49160,9275470
220100,퓨쳐켐,KOSDAQ,기술성장기업부,9680,-50,-0.51,9680,9730,9630,18083,175,213949,22102155
35200,프럼파스트,KOSDAQ,벤처기업부,3965,-45,-1.12,4010,4010,3925,18692,74,38582,9730590
334970,프레스티지바이오로직스,KOSDAQ,기술성장기업부,3395,30,0.89,3400,3475,3330,270806,925,207462,61107969
950210,프레스티지바이오파마,KOSPI,,8630,0,0,8630,8720,8550,43557,376,518630,60096155
203690,프로스테믹스,KOSDAQ,벤처기업부,1143,-7,-0.61,1149,1149,1139,11877,14,52470,45905096
321260,프로이천,KOSDAQ,벤처기업부,2425,-35,-1.42,2460,2470,2405,21057,51,68366,28192084
303360,프로테옴텍,KONEX,일반기업부,6780,190,2.88,6780,6780,6780,1,0,76117,11226715
53610,프로텍,KOSDAQ,우량기업부,23150,-250,-1.07,23450,23450,22900,4981,115,254650,11000000
377220,프롬바이오,KOSDAQ,기술성장기업부,8660,-110,-1.25,8750,8770,8600,22700,197,122582,14155000
335810,프리시젼바이오,KOSDAQ,기술성장기업부,6300,30,0.48,6320,6320,6240,3091,19,73025,11591326
53160,프리엠스,KOSDAQ,중견기업부,7040,-150,-2.09,7190,7190,6980,10051,71,42240,6000000
405000,플라즈맵,KOSDAQ,기술성장기업부,6940,-10,-0.14,6880,7050,6760,248311,1715,122955,17716898
41590,플래스크,KOSDAQ,중견기업부,1027,-13,-1.25,1040,1045,1022,137886,142,132206,128730032
367000,플래티어,KOSDAQ,벤처기업부,12360,-170,-1.36,12530,12650,12350,6634,82,102214,8269707
75130,플랜티넷,KOSDAQ,벤처기업부,2850,-40,-1.38,2890,2890,2820,46769,133,47374,16622320
222670,플럼라인생명과학,KONEX,일반기업부,4195,0,0,0,0,0,0,0,12048,2872050
9810,플레이그램,KOSPI,,831,1,0.12,821,835,821,40044,33,94865,114157609
237820,플레이디,KOSDAQ,중견기업부,7420,-250,-3.26,7580,7670,7360,92630,696,95177,12827140
23770,플레이위드,KOSDAQ,중견기업부,7020,-70,-0.99,7150,7160,6990,18559,131,61543,8766820
300080,플리토,KOSDAQ,기술성장기업부,35100,-1500,-4.1,37850,38400,34600,422200,15491,183189,5219046
150440,피노텍,KONEX,일반기업부,994,0,0,0,0,0,0,0,9508,9565412
32580,피델릭스,KOSDAQ,중견기업부,1395,-1,-0.07,1395,1405,1378,121644,169,46219,33132064
51380,피씨디렉트,KOSDAQ,우량기업부,8340,-40,-0.48,8400,8590,8330,57579,486,63968,7670036
241820,피씨엘,KOSDAQ,투자주의환기종목(소속부없음),11640,-230,-1.94,11850,11850,11610,6421,75,139182,11957236
237750,피앤씨테크,KOSDAQ,벤처기업부,5630,-70,-1.23,5650,5670,5510,33184,185,36576,6496600
24850,피에스엠씨,KOSDAQ,중견기업부,2455,310,14.45,2340,2540,2200,15820760,37541,99608,40573626
319660,피에스케이,KOSDAQ GLOBAL,우량기업부,17660,-620,-3.39,17910,18000,17650,123495,2194,511552,28966714
31980,피에스케이홀딩스,KOSDAQ,벤처기업부,8030,-190,-2.31,8330,8330,8020,15415,125,173146,21562395
2230,피에스텍,KOSDAQ,투자주의환기종목(소속부없음),3735,40,1.08,3750,3805,3585,1440,5,73465,19669243
57880,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0,0,0,0,0,0,206725,118807375
43370,피에이치에이,KOSDAQ,우량기업부,7320,-80,-1.08,7370,7390,7250,2106,15,153720,21000000
242350,피엔아이컴퍼니,KONEX,일반기업부,4010,-100,-2.43,4190,4190,4005,2280,9,19094,4761520
239890,피엔에이치테크,KOSDAQ,기술성장기업부,15910,550,3.58,15360,15940,15070,41696,647,146478,9206632
347740,피엔케이피부임상연구센타,KOSDAQ,중견기업부,3375,-55,-1.6,3430,3440,3350,71483,242,101286,30010576
137400,피엔티,KOSDAQ GLOBAL,우량기업부,46850,400,0.86,46500,47750,46050,102407,4821,1065425,22741198
128660,피제이메탈,KOSDAQ,우량기업부,3475,-5,-0.14,3490,3490,3430,45218,156,86192,24803369
6140,피제이전자,KOSDAQ,우량기업부,8400,-170,-1.98,8500,8530,8260,66479,556,126000,15000000
376180,피코그램,KOSDAQ,벤처기업부,6540,0,0,6540,6600,6370,284752,1855,119796,18317498
304840,피플바이오,KOSDAQ,기술성장기업부,14740,-460,-3.03,15200,15200,14720,102443,1526,176559,11978242
62970,피피아이,KOSDAQ,벤처기업부,3340,-120,-3.47,3460,3520,3300,163920,557,31089,9308185
87600,픽셀플러스,KOSDAQ,벤처기업부,9100,120,1.34,8990,9230,8900,130844,1192,74316,8166558
